transaction_id,customer_code,product_code,transaction_date,transaction_timestamp,quantity,unit_price,discount_amount,tax_amount,total_amount,payment_method,store_code
TXN00028058,C04453,P00070,2024-06-17,2024-06-17 00:00:00,2,75.46,0.0,12.07,162.99,Credit Card,STORE008
TXN00048086,C01914,P00059,2024-06-17,2024-06-17 00:00:00,1,148.17,0.0,11.85,160.02,PayPal,STORE002
TXN00048501,C00744,P00018,2024-06-17,2024-06-17 00:00:00,1,118.92,0.0,9.51,128.43,Cash,STORE006
TXN00025529,C03779,P00013,2024-06-17,2024-06-17 00:00:00,2,897.23,179.45,129.2,1744.21,Debit Card,STORE009
TXN00040409,C00693,P00018,2024-06-17,2024-06-17 00:00:00,1,118.92,23.78,7.61,102.75,Credit Card,STORE003
TXN00036352,C02221,P00002,2024-06-17,2024-06-17 00:00:00,1,1242.34,0.0,99.39,1341.73,PayPal,STORE007
TXN00036335,C02461,P00109,2024-06-17,2024-06-17 00:00:00,1,289.67,28.97,20.86,281.56,Debit Card,STORE009
TXN00049842,C01654,P00047,2024-06-17,2024-06-17 00:00:00,1,49.26,9.85,3.15,42.56,PayPal,STORE001
TXN00046571,C00476,P00038,2024-06-17,2024-06-17 00:00:00,2,140.38,28.08,20.21,272.89,Credit Card,STORE006
TXN00000971,C04326,P00068,2024-06-17,2024-06-17 00:00:00,2,257.64,25.76,39.16,528.68,PayPal,STORE010
TXN00030048,C04880,P00134,2024-06-17,2024-06-17 00:00:00,1,7.67,0.0,0.61,8.28,Debit Card,STORE008
TXN00019244,C02145,P00088,2024-06-17,2024-06-17 00:00:00,1,148.03,29.61,9.47,127.89,Apple Pay,STORE005
TXN00015176,C02383,P00019,2024-06-17,2024-06-17 00:00:00,5,63.47,0.0,25.39,342.74,PayPal,STORE002
TXN00039960,C01834,P00134,2024-06-17,2024-06-17 00:00:00,1,7.67,1.15,0.52,7.04,Credit Card,STORE001
TXN00025491,C04711,P00081,2024-06-17,2024-06-17 00:00:00,1,283.68,28.37,20.42,275.73,PayPal,STORE004
TXN00003886,C02060,P00093,2024-06-17,2024-06-17 00:00:00,1,139.61,0.0,11.17,150.78,Credit Card,STORE008
TXN00012642,C01093,P00077,2024-06-17,2024-06-17 00:00:00,1,265.55,53.11,17.0,229.44,Cash,STORE008
TXN00027099,C02843,P00026,2024-06-17,2024-06-17 00:00:00,2,1517.85,303.57,218.57,2950.7,Apple Pay,STORE003
TXN00014528,C02461,P00084,2024-06-17,2024-06-17 00:00:00,2,104.14,41.66,13.33,179.95,Credit Card,STORE002
TXN00029900,C03040,P00050,2024-06-17,2024-06-17 00:00:00,2,120.96,0.0,19.35,261.27,Apple Pay,STORE002
TXN00011920,C01438,P00076,2024-06-17,2024-06-17 00:00:00,2,392.37,117.71,53.36,720.39,Credit Card,STORE002
TXN00027162,C00685,P00116,2024-06-17,2024-06-17 00:00:00,2,5.35,0.0,0.86,11.56,Debit Card,STORE006
TXN00014258,C02395,P00106,2024-06-17,2024-06-17 00:00:00,1,114.85,11.48,8.27,111.64,Cash,STORE006
TXN00030116,C01482,P00028,2024-06-17,2024-06-17 00:00:00,2,626.8,250.72,80.23,1083.11,Credit Card,STORE010
TXN00046616,C04585,P00055,2024-06-17,2024-06-17 00:00:00,2,20.79,4.16,2.99,40.41,Cash,STORE008
TXN00041156,C03018,P00097,2024-06-17,2024-06-17 00:00:00,2,69.68,0.0,11.15,150.51,Cash,STORE010
TXN00026345,C04460,P00129,2024-06-17,2024-06-17 00:00:00,1,46.26,0.0,3.7,49.96,Debit Card,STORE005
TXN00009312,C02271,P00036,2024-06-17,2024-06-17 00:00:00,2,55.88,0.0,8.94,120.7,Debit Card,STORE004
TXN00048005,C04667,P00013,2024-06-17,2024-06-17 00:00:00,2,897.23,89.72,136.38,1841.12,Apple Pay,STORE003
TXN00041018,C04335,P00017,2024-06-17,2024-06-17 00:00:00,1,413.17,0.0,33.05,446.22,PayPal,STORE003
TXN00014881,C00572,P00115,2024-06-17,2024-06-17 00:00:00,1,24.71,4.94,1.58,21.35,Debit Card,STORE001
TXN00030459,C01465,P00106,2024-06-17,2024-06-17 00:00:00,3,114.85,51.68,23.43,316.3,Cash,STORE009
TXN00014130,C03403,P00081,2024-06-17,2024-06-17 00:00:00,3,283.68,0.0,68.08,919.12,PayPal,STORE010
TXN00019342,C03650,P00029,2024-06-17,2024-06-17 00:00:00,1,639.78,0.0,51.18,690.96,Cash,STORE008
TXN00006807,C03098,P00076,2024-06-17,2024-06-17 00:00:00,1,392.37,0.0,31.39,423.76,Credit Card,STORE009
TXN00016441,C04955,P00064,2024-06-17,2024-06-17 00:00:00,1,237.91,35.69,16.18,218.4,Credit Card,STORE001
TXN00027010,C00513,P00091,2024-06-17,2024-06-17 00:00:00,2,21.43,6.43,2.91,39.34,Credit Card,STORE001
TXN00026214,C00103,P00110,2024-06-17,2024-06-17 00:00:00,3,35.34,21.2,6.79,91.61,Cash,STORE007
TXN00015466,C02783,P00026,2024-06-17,2024-06-17 00:00:00,5,1517.85,0.0,607.14,8196.39,Debit Card,STORE005
TXN00016622,C04603,P00078,2024-06-17,2024-06-17 00:00:00,5,192.04,48.01,72.98,985.17,Debit Card,STORE003
TXN00028290,C03503,P00074,2024-06-17,2024-06-17 00:00:00,3,402.6,0.0,96.62,1304.42,Credit Card,STORE008
TXN00011001,C01883,P00001,2024-06-17,2024-06-17 00:00:00,2,168.97,0.0,27.04,364.98,Credit Card,STORE010
TXN00031802,C02885,P00108,2024-06-17,2024-06-17 00:00:00,3,71.62,0.0,17.19,232.05,Apple Pay,STORE007
TXN00047950,C00766,P00135,2024-06-17,2024-06-17 00:00:00,2,39.6,11.88,5.39,72.71,Cash,STORE005
TXN00011664,C03028,P00041,2024-06-17,2024-06-17 00:00:00,1,76.35,0.0,6.11,82.46,Apple Pay,STORE001
TXN00028376,C01102,P00112,2024-06-17,2024-06-17 00:00:00,1,73.11,7.31,5.26,71.06,Apple Pay,STORE003
TXN00021250,C00587,P00069,2024-06-17,2024-06-17 00:00:00,2,413.56,41.36,62.86,848.62,Credit Card,STORE005
TXN00033462,C04548,P00118,2024-06-17,2024-06-17 00:00:00,4,45.82,0.0,14.66,197.94,PayPal,STORE005
TXN00010880,C04686,P00047,2024-06-17,2024-06-17 00:00:00,2,49.26,0.0,7.88,106.4,Cash,STORE005
TXN00006751,C02017,P00104,2024-06-17,2024-06-17 00:00:00,2,48.12,14.44,6.54,88.34,Debit Card,STORE010
TXN00029626,C00532,P00016,2024-06-17,2024-06-17 00:00:00,4,322.64,0.0,103.24,1393.8,Credit Card,STORE004
TXN00015396,C04432,P00117,2024-06-17,2024-06-17 00:00:00,1,47.66,0.0,3.81,51.47,Apple Pay,STORE004
TXN00027678,C04347,P00033,2024-06-17,2024-06-17 00:00:00,1,134.82,0.0,10.79,145.61,Debit Card,STORE001
TXN00019536,C00446,P00021,2024-06-17,2024-06-17 00:00:00,1,1498.97,149.9,107.93,1457.0,Debit Card,STORE009
TXN00012393,C02497,P00115,2024-06-17,2024-06-17 00:00:00,1,24.71,0.0,1.98,26.69,Cash,STORE010
TXN00031386,C03045,P00075,2024-06-17,2024-06-17 00:00:00,1,237.03,23.7,17.07,230.4,Credit Card,STORE002
TXN00024723,C02901,P00129,2024-06-17,2024-06-17 00:00:00,1,46.26,0.0,3.7,49.96,Apple Pay,STORE002
TXN00027661,C03522,P00077,2024-06-17,2024-06-17 00:00:00,2,265.55,0.0,42.49,573.59,Credit Card,STORE001
TXN00039264,C02577,P00046,2024-06-17,2024-06-17 00:00:00,1,179.76,35.95,11.5,155.31,Apple Pay,STORE004
TXN00035790,C01520,P00073,2024-06-17,2024-06-17 00:00:00,2,481.84,0.0,77.09,1040.77,Apple Pay,STORE008
TXN00031739,C03658,P00053,2024-06-17,2024-06-17 00:00:00,1,82.02,8.2,5.91,79.73,Credit Card,STORE007
TXN00020000,C02423,P00072,2024-06-17,2024-06-17 00:00:00,1,383.08,19.15,29.11,393.04,Debit Card,STORE002
TXN00008268,C04551,P00025,2024-06-17,2024-06-17 00:00:00,3,956.24,573.74,183.6,2478.58,PayPal,STORE008
TXN00044097,C02554,P00128,2024-06-17,2024-06-17 00:00:00,2,40.5,0.0,6.48,87.48,PayPal,STORE006
TXN00012764,C01242,P00087,2024-06-17,2024-06-17 00:00:00,4,107.74,0.0,34.48,465.44,PayPal,STORE003
TXN00011091,C01907,P00016,2024-06-17,2024-06-17 00:00:00,2,322.64,64.53,46.46,627.21,PayPal,STORE001
TXN00034422,C02662,P00111,2024-06-17,2024-06-17 00:00:00,1,102.66,0.0,8.21,110.87,PayPal,STORE007
TXN00019135,C02230,P00046,2024-06-17,2024-06-17 00:00:00,2,179.76,53.93,24.45,330.04,Apple Pay,STORE006
TXN00040243,C03650,P00091,2024-06-17,2024-06-17 00:00:00,3,21.43,3.21,4.89,65.97,PayPal,STORE001
TXN00030619,C02787,P00096,2024-06-17,2024-06-17 00:00:00,4,227.67,136.6,61.93,836.01,Apple Pay,STORE001
TXN00046525,C03726,P00108,2024-06-17,2024-06-17 00:00:00,2,71.62,0.0,11.46,154.7,Debit Card,STORE010
TXN00029379,C00917,P00122,2024-06-17,2024-06-17 00:00:00,4,30.94,0.0,9.9,133.66,Cash,STORE008
TXN00000208,C00262,P00113,2024-06-17,2024-06-17 00:00:00,1,265.58,0.0,21.25,286.83,PayPal,STORE005
TXN00037773,C02023,P00034,2024-06-17,2024-06-17 00:00:00,2,111.64,33.49,15.18,204.97,Apple Pay,STORE002
TXN00029390,C00796,P00061,2024-06-17,2024-06-17 00:00:00,1,311.24,62.25,19.92,268.91,Debit Card,STORE010
TXN00008670,C01390,P00055,2024-06-17,2024-06-17 00:00:00,2,20.79,8.32,2.66,35.92,PayPal,STORE001
TXN00016386,C02486,P00032,2024-06-17,2024-06-17 00:00:00,1,74.79,0.0,5.98,80.77,Cash,STORE008
TXN00049822,C04718,P00116,2024-06-17,2024-06-17 00:00:00,1,5.35,0.54,0.38,5.19,Credit Card,STORE004
TXN00014411,C00679,P00061,2024-06-17,2024-06-17 00:00:00,1,311.24,31.12,22.41,302.53,PayPal,STORE002
TXN00025082,C01786,P00049,2024-06-17,2024-06-17 00:00:00,2,59.77,0.0,9.56,129.1,Debit Card,STORE005
TXN00041783,C01670,P00052,2024-06-17,2024-06-17 00:00:00,1,52.2,0.0,4.18,56.38,PayPal,STORE007
TXN00005774,C04809,P00088,2024-06-17,2024-06-17 00:00:00,4,148.03,0.0,47.37,639.49,Debit Card,STORE003
TXN00026099,C02631,P00133,2024-06-18,2024-06-18 00:00:00,1,44.37,0.0,3.55,47.92,Cash,STORE002
TXN00044638,C02530,P00062,2024-06-18,2024-06-18 00:00:00,1,404.57,0.0,32.37,436.94,Apple Pay,STORE002
TXN00026389,C00943,P00026,2024-06-18,2024-06-18 00:00:00,2,1517.85,607.14,194.28,2622.84,Credit Card,STORE008
TXN00028545,C03083,P00103,2024-06-18,2024-06-18 00:00:00,3,172.27,0.0,41.34,558.15,Cash,STORE007
TXN00049728,C03076,P00007,2024-06-18,2024-06-18 00:00:00,2,492.85,0.0,78.86,1064.56,PayPal,STORE004
TXN00036549,C03741,P00012,2024-06-18,2024-06-18 00:00:00,1,1220.93,0.0,97.67,1318.6,Credit Card,STORE006
TXN00043515,C02646,P00081,2024-06-18,2024-06-18 00:00:00,3,283.68,0.0,68.08,919.12,PayPal,STORE009
TXN00030311,C01913,P00100,2024-06-18,2024-06-18 00:00:00,1,279.33,0.0,22.35,301.68,Cash,STORE004
TXN00002109,C00479,P00111,2024-06-18,2024-06-18 00:00:00,2,102.66,0.0,16.43,221.75,Credit Card,STORE008
TXN00042516,C03574,P00085,2024-06-18,2024-06-18 00:00:00,1,51.19,0.0,4.1,55.29,Debit Card,STORE004
TXN00037156,C04146,P00075,2024-06-18,2024-06-18 00:00:00,2,237.03,0.0,37.92,511.98,Credit Card,STORE002
TXN00006478,C02128,P00113,2024-06-18,2024-06-18 00:00:00,1,265.58,0.0,21.25,286.83,Credit Card,STORE007
TXN00000282,C01307,P00080,2024-06-18,2024-06-18 00:00:00,1,241.2,36.18,16.4,221.42,Apple Pay,STORE008
TXN00042369,C04406,P00123,2024-06-18,2024-06-18 00:00:00,3,30.31,0.0,7.27,98.2,Credit Card,STORE001
TXN00008776,C04068,P00073,2024-06-18,2024-06-18 00:00:00,2,481.84,0.0,77.09,1040.77,Cash,STORE008
TXN00037764,C02237,P00124,2024-06-18,2024-06-18 00:00:00,1,47.47,0.0,3.8,51.27,Cash,STORE002
TXN00005189,C00070,P00039,2024-06-18,2024-06-18 00:00:00,3,45.52,0.0,10.92,147.48,Debit Card,STORE005
TXN00033281,C01686,P00091,2024-06-18,2024-06-18 00:00:00,1,21.43,0.0,1.71,23.14,Cash,STORE005
TXN00005879,C02619,P00117,2024-06-18,2024-06-18 00:00:00,3,47.66,0.0,11.44,154.42,Cash,STORE003
TXN00034026,C04105,P00129,2024-06-18,2024-06-18 00:00:00,1,46.26,0.0,3.7,49.96,Debit Card,STORE009
TXN00020151,C04349,P00093,2024-06-18,2024-06-18 00:00:00,1,139.61,0.0,11.17,150.78,Credit Card,STORE005
TXN00006617,C02938,P00060,2024-06-18,2024-06-18 00:00:00,1,461.52,46.15,33.23,448.6,Credit Card,STORE007
TXN00004712,C00220,P00123,2024-06-18,2024-06-18 00:00:00,2,30.31,12.12,3.88,52.38,Cash,STORE005
TXN00030075,C04280,P00025,2024-06-18,2024-06-18 00:00:00,3,956.24,0.0,229.5,3098.22,PayPal,STORE010
TXN00021892,C03770,P00036,2024-06-18,2024-06-18 00:00:00,1,55.88,0.0,4.47,60.35,Apple Pay,STORE009
TXN00007437,C03637,P00012,2024-06-18,2024-06-18 00:00:00,1,1220.93,0.0,97.67,1318.6,Cash,STORE002
TXN00010680,C02207,P00124,2024-06-18,2024-06-18 00:00:00,1,47.47,0.0,3.8,51.27,Cash,STORE002
TXN00003520,C02234,P00070,2024-06-18,2024-06-18 00:00:00,2,75.46,0.0,12.07,162.99,Debit Card,STORE001
TXN00030187,C04690,P00112,2024-06-18,2024-06-18 00:00:00,2,73.11,7.31,11.11,150.02,PayPal,STORE003
TXN00030295,C00262,P00090,2024-06-18,2024-06-18 00:00:00,2,197.16,59.15,26.81,361.98,Credit Card,STORE006
TXN00040377,C00571,P00049,2024-06-18,2024-06-18 00:00:00,1,59.77,8.97,4.06,54.86,Cash,STORE010
TXN00043862,C00204,P00113,2024-06-18,2024-06-18 00:00:00,1,265.58,0.0,21.25,286.83,Debit Card,STORE007
TXN00013602,C02616,P00017,2024-06-18,2024-06-18 00:00:00,1,413.17,41.32,29.75,401.6,Credit Card,STORE008
TXN00035342,C01175,P00019,2024-06-18,2024-06-18 00:00:00,2,63.47,12.69,9.14,123.39,Apple Pay,STORE002
TXN00001422,C03052,P00049,2024-06-18,2024-06-18 00:00:00,3,59.77,17.93,12.91,174.29,Apple Pay,STORE010
TXN00004096,C04245,P00132,2024-06-18,2024-06-18 00:00:00,5,29.39,14.7,10.58,142.83,Debit Card,STORE007
TXN00003020,C04618,P00059,2024-06-18,2024-06-18 00:00:00,2,148.17,0.0,23.71,320.05,Cash,STORE009
TXN00042560,C02790,P00077,2024-06-18,2024-06-18 00:00:00,2,265.55,0.0,42.49,573.59,Cash,STORE005
TXN00028765,C04246,P00089,2024-06-18,2024-06-18 00:00:00,3,498.47,74.77,113.65,1534.29,PayPal,STORE003
TXN00030042,C04581,P00026,2024-06-18,2024-06-18 00:00:00,1,1517.85,151.78,109.29,1475.36,Apple Pay,STORE006
TXN00042585,C00732,P00035,2024-06-18,2024-06-18 00:00:00,1,149.28,29.86,9.55,128.97,Apple Pay,STORE001
TXN00037613,C02971,P00132,2024-06-18,2024-06-18 00:00:00,1,29.39,5.88,1.88,25.39,Cash,STORE005
TXN00009071,C03885,P00121,2024-06-18,2024-06-18 00:00:00,1,41.58,8.32,2.66,35.92,Debit Card,STORE009
TXN00023004,C03843,P00085,2024-06-18,2024-06-18 00:00:00,2,51.19,10.24,7.37,99.51,PayPal,STORE005
TXN00047412,C02307,P00043,2024-06-18,2024-06-18 00:00:00,2,198.24,19.82,30.13,406.79,PayPal,STORE009
TXN00003016,C03972,P00082,2024-06-18,2024-06-18 00:00:00,4,145.39,116.31,37.22,502.47,PayPal,STORE001
TXN00048520,C00271,P00010,2024-06-18,2024-06-18 00:00:00,1,990.27,198.05,63.38,855.6,PayPal,STORE006
TXN00036018,C00655,P00092,2024-06-18,2024-06-18 00:00:00,4,262.98,0.0,84.15,1136.07,Cash,STORE008
TXN00006392,C01370,P00126,2024-06-18,2024-06-18 00:00:00,3,11.95,3.58,2.58,34.85,Debit Card,STORE002
TXN00043373,C01465,P00063,2024-06-18,2024-06-18 00:00:00,1,287.9,57.58,18.43,248.75,Debit Card,STORE007
TXN00008162,C01152,P00030,2024-06-18,2024-06-18 00:00:00,2,766.92,0.0,122.71,1656.55,Apple Pay,STORE009
TXN00006943,C02695,P00047,2024-06-18,2024-06-18 00:00:00,1,49.26,0.0,3.94,53.2,PayPal,STORE002
TXN00032257,C04766,P00100,2024-06-18,2024-06-18 00:00:00,2,279.33,83.8,37.99,512.85,Debit Card,STORE002
TXN00032238,C04452,P00111,2024-06-18,2024-06-18 00:00:00,3,102.66,61.6,19.71,266.09,Debit Card,STORE005
TXN00017924,C00769,P00087,2024-06-18,2024-06-18 00:00:00,2,107.74,0.0,17.24,232.72,Apple Pay,STORE001
TXN00031671,C02635,P00125,2024-06-18,2024-06-18 00:00:00,2,47.1,0.0,7.54,101.74,Cash,STORE008
TXN00038905,C04243,P00134,2024-06-18,2024-06-18 00:00:00,1,7.67,1.15,0.52,7.04,Apple Pay,STORE007
TXN00014438,C03503,P00074,2024-06-18,2024-06-18 00:00:00,1,402.6,20.13,30.6,413.07,PayPal,STORE010
TXN00035571,C04373,P00075,2024-06-18,2024-06-18 00:00:00,2,237.03,0.0,37.92,511.98,Apple Pay,STORE005
TXN00044053,C01897,P00081,2024-06-18,2024-06-18 00:00:00,2,283.68,0.0,45.39,612.75,PayPal,STORE006
TXN00041593,C02188,P00029,2024-06-18,2024-06-18 00:00:00,1,639.78,127.96,40.95,552.77,PayPal,STORE001
TXN00036344,C01243,P00068,2024-06-18,2024-06-18 00:00:00,1,257.64,25.76,18.55,250.43,PayPal,STORE001
TXN00031971,C04509,P00024,2024-06-18,2024-06-18 00:00:00,1,752.09,0.0,60.17,812.26,PayPal,STORE001
TXN00041760,C00447,P00076,2024-06-18,2024-06-18 00:00:00,1,392.37,0.0,31.39,423.76,Cash,STORE004
TXN00034393,C02433,P00048,2024-06-18,2024-06-18 00:00:00,1,43.25,0.0,3.46,46.71,Apple Pay,STORE001
TXN00020717,C02969,P00019,2024-06-18,2024-06-18 00:00:00,1,63.47,6.35,4.57,61.69,Credit Card,STORE005
TXN00031074,C03245,P00028,2024-06-18,2024-06-18 00:00:00,4,626.8,501.44,160.46,2166.22,Cash,STORE004
TXN00012622,C03286,P00007,2024-06-18,2024-06-18 00:00:00,1,492.85,0.0,39.43,532.28,Cash,STORE001
TXN00022239,C01782,P00089,2024-06-18,2024-06-18 00:00:00,2,498.47,0.0,79.76,1076.7,Debit Card,STORE007
TXN00006713,C00007,P00085,2024-06-18,2024-06-18 00:00:00,2,51.19,0.0,8.19,110.57,Debit Card,STORE009
TXN00007389,C02097,P00075,2024-06-18,2024-06-18 00:00:00,1,237.03,0.0,18.96,255.99,Cash,STORE001
TXN00005595,C04970,P00089,2024-06-18,2024-06-18 00:00:00,2,498.47,49.85,75.77,1022.86,Debit Card,STORE004
TXN00034466,C01299,P00026,2024-06-18,2024-06-18 00:00:00,1,1517.85,0.0,121.43,1639.28,Cash,STORE005
TXN00036071,C01912,P00012,2024-06-18,2024-06-18 00:00:00,1,1220.93,0.0,97.67,1318.6,Debit Card,STORE009
TXN00020713,C04701,P00080,2024-06-18,2024-06-18 00:00:00,2,241.2,0.0,38.59,520.99,Apple Pay,STORE002
TXN00014089,C03233,P00077,2024-06-18,2024-06-18 00:00:00,1,265.55,0.0,21.24,286.79,Credit Card,STORE005
TXN00016491,C04146,P00118,2024-06-18,2024-06-18 00:00:00,3,45.82,0.0,11.0,148.46,Credit Card,STORE004
TXN00020186,C01831,P00037,2024-06-18,2024-06-18 00:00:00,1,184.04,18.4,13.25,178.89,Cash,STORE010
TXN00042642,C02792,P00016,2024-06-18,2024-06-18 00:00:00,1,322.64,0.0,25.81,348.45,Credit Card,STORE007
TXN00020752,C00170,P00014,2024-06-18,2024-06-18 00:00:00,1,341.42,68.28,21.85,294.99,Credit Card,STORE005
TXN00006631,C00470,P00115,2024-06-18,2024-06-18 00:00:00,2,24.71,9.88,3.16,42.7,Debit Card,STORE010
TXN00036033,C00895,P00018,2024-06-18,2024-06-18 00:00:00,1,118.92,0.0,9.51,128.43,Apple Pay,STORE009
TXN00038237,C03110,P00103,2024-06-18,2024-06-18 00:00:00,1,172.27,8.61,13.09,176.75,Cash,STORE004
TXN00034957,C02980,P00073,2024-06-18,2024-06-18 00:00:00,2,481.84,0.0,77.09,1040.77,Apple Pay,STORE007
TXN00009832,C01361,P00038,2024-06-18,2024-06-18 00:00:00,1,140.38,0.0,11.23,151.61,Cash,STORE002
TXN00039400,C00283,P00020,2024-06-18,2024-06-18 00:00:00,1,1327.21,0.0,106.18,1433.39,Debit Card,STORE003
TXN00023614,C03873,P00094,2024-06-18,2024-06-18 00:00:00,1,36.41,5.46,2.48,33.43,Cash,STORE006
TXN00046820,C00578,P00013,2024-06-19,2024-06-19 00:00:00,1,897.23,44.86,68.19,920.56,Credit Card,STORE005
TXN00027624,C03717,P00126,2024-06-19,2024-06-19 00:00:00,2,11.95,2.39,1.72,23.23,Credit Card,STORE002
TXN00031265,C01964,P00008,2024-06-19,2024-06-19 00:00:00,1,1312.23,0.0,104.98,1417.21,Cash,STORE002
TXN00026343,C02451,P00105,2024-06-19,2024-06-19 00:00:00,1,229.78,0.0,18.38,248.16,PayPal,STORE006
TXN00035938,C04059,P00070,2024-06-19,2024-06-19 00:00:00,2,75.46,0.0,12.07,162.99,Apple Pay,STORE007
TXN00027028,C00465,P00037,2024-06-19,2024-06-19 00:00:00,2,184.04,0.0,29.45,397.53,Debit Card,STORE002
TXN00014474,C02543,P00024,2024-06-19,2024-06-19 00:00:00,1,752.09,37.6,57.16,771.65,Credit Card,STORE009
TXN00031139,C04224,P00052,2024-06-19,2024-06-19 00:00:00,3,52.2,15.66,11.28,152.22,Credit Card,STORE007
TXN00031819,C01403,P00002,2024-06-19,2024-06-19 00:00:00,1,1242.34,0.0,99.39,1341.73,Debit Card,STORE002
TXN00019973,C01200,P00127,2024-06-19,2024-06-19 00:00:00,2,22.49,0.0,3.6,48.58,Cash,STORE010
TXN00003996,C04700,P00032,2024-06-19,2024-06-19 00:00:00,2,74.79,22.44,10.17,137.31,PayPal,STORE010
TXN00010945,C01213,P00120,2024-06-19,2024-06-19 00:00:00,1,24.02,4.8,1.54,20.76,PayPal,STORE007
TXN00041712,C02577,P00104,2024-06-19,2024-06-19 00:00:00,2,48.12,0.0,7.7,103.94,Credit Card,STORE002
TXN00029533,C02131,P00095,2024-06-19,2024-06-19 00:00:00,1,97.34,9.73,7.01,94.62,PayPal,STORE007
TXN00008973,C01451,P00102,2024-06-19,2024-06-19 00:00:00,1,188.61,0.0,15.09,203.7,PayPal,STORE001
TXN00032802,C03442,P00119,2024-06-19,2024-06-19 00:00:00,1,27.07,4.06,1.84,24.85,PayPal,STORE007
TXN00028670,C00533,P00122,2024-06-19,2024-06-19 00:00:00,1,30.94,6.19,1.98,26.73,Cash,STORE009
TXN00014851,C00533,P00009,2024-06-19,2024-06-19 00:00:00,1,767.79,0.0,61.42,829.21,Cash,STORE003
TXN00032891,C03286,P00112,2024-06-19,2024-06-19 00:00:00,1,73.11,0.0,5.85,78.96,PayPal,STORE008
TXN00016877,C01130,P00051,2024-06-19,2024-06-19 00:00:00,4,128.79,25.76,39.15,528.55,Cash,STORE003
TXN00010620,C04839,P00068,2024-06-19,2024-06-19 00:00:00,2,257.64,0.0,41.22,556.5,Apple Pay,STORE002
TXN00035296,C01728,P00035,2024-06-19,2024-06-19 00:00:00,4,149.28,29.86,45.38,612.64,Credit Card,STORE007
TXN00015031,C00972,P00102,2024-06-19,2024-06-19 00:00:00,4,188.61,37.72,57.34,774.06,Debit Card,STORE007
TXN00001126,C01316,P00049,2024-06-19,2024-06-19 00:00:00,4,59.77,23.91,17.21,232.38,Cash,STORE008
TXN00011031,C01890,P00036,2024-06-19,2024-06-19 00:00:00,2,55.88,5.59,8.49,114.66,Apple Pay,STORE004
TXN00002402,C03657,P00040,2024-06-19,2024-06-19 00:00:00,2,193.33,19.33,29.39,396.72,Credit Card,STORE005
TXN00005111,C00726,P00039,2024-06-19,2024-06-19 00:00:00,1,45.52,0.0,3.64,49.16,PayPal,STORE003
TXN00040667,C04736,P00107,2024-06-19,2024-06-19 00:00:00,4,165.22,0.0,52.87,713.75,Apple Pay,STORE008
TXN00003164,C04159,P00010,2024-06-19,2024-06-19 00:00:00,1,990.27,0.0,79.22,1069.49,Credit Card,STORE010
TXN00028687,C01667,P00135,2024-06-19,2024-06-19 00:00:00,3,39.6,11.88,8.55,115.47,Credit Card,STORE006
TXN00019297,C03715,P00067,2024-06-19,2024-06-19 00:00:00,2,197.98,39.6,28.51,384.87,Debit Card,STORE005
TXN00004716,C01728,P00015,2024-06-19,2024-06-19 00:00:00,2,1557.99,467.4,211.89,2860.47,Apple Pay,STORE009
TXN00008311,C04214,P00009,2024-06-19,2024-06-19 00:00:00,2,767.79,0.0,122.85,1658.43,Apple Pay,STORE008
TXN00039089,C00419,P00101,2024-06-19,2024-06-19 00:00:00,1,240.59,48.12,15.4,207.87,Credit Card,STORE005
TXN00016172,C04470,P00100,2024-06-19,2024-06-19 00:00:00,1,279.33,41.9,18.99,256.42,PayPal,STORE002
TXN00005046,C01478,P00129,2024-06-19,2024-06-19 00:00:00,2,46.26,0.0,7.4,99.92,Apple Pay,STORE008
TXN00043843,C01358,P00068,2024-06-19,2024-06-19 00:00:00,2,257.64,0.0,41.22,556.5,Apple Pay,STORE001
TXN00001144,C04738,P00072,2024-06-19,2024-06-19 00:00:00,3,383.08,0.0,91.94,1241.18,Debit Card,STORE008
TXN00012530,C01288,P00084,2024-06-19,2024-06-19 00:00:00,1,104.14,0.0,8.33,112.47,Cash,STORE010
TXN00049414,C00084,P00091,2024-06-19,2024-06-19 00:00:00,1,21.43,1.07,1.63,21.99,Cash,STORE004
TXN00018726,C03506,P00117,2024-06-19,2024-06-19 00:00:00,1,47.66,2.38,3.62,48.9,Cash,STORE002
TXN00038844,C01478,P00095,2024-06-19,2024-06-19 00:00:00,2,97.34,9.73,14.8,199.75,Debit Card,STORE010
TXN00040591,C01539,P00058,2024-06-19,2024-06-19 00:00:00,1,151.13,0.0,12.09,163.22,Debit Card,STORE007
TXN00024337,C00064,P00109,2024-06-19,2024-06-19 00:00:00,3,289.67,0.0,69.52,938.53,PayPal,STORE008
TXN00024463,C03335,P00085,2024-06-19,2024-06-19 00:00:00,4,51.19,10.24,15.56,210.08,Debit Card,STORE004
TXN00033272,C02110,P00094,2024-06-19,2024-06-19 00:00:00,5,36.41,36.41,11.65,157.29,PayPal,STORE006
TXN00034949,C00786,P00030,2024-06-19,2024-06-19 00:00:00,4,766.92,613.54,196.33,2650.47,Credit Card,STORE004
TXN00014332,C00532,P00103,2024-06-19,2024-06-19 00:00:00,1,172.27,0.0,13.78,186.05,PayPal,STORE010
TXN00013857,C01849,P00051,2024-06-19,2024-06-19 00:00:00,1,128.79,0.0,10.3,139.09,Debit Card,STORE006
